"Quotation Report - Date : January-28, 2026 10:59 AM",,,,,,,,,,,,,
No,Number,Company,Date,Type,Client,Project Name,Description,Material,Material Code,Quo. Value,Cur.,MVL Contact,Status
3029,Q-1192-F12019A,FIRESTOP,12 Oct 2022,IQ,Al S.,"B+G+1st+4P+SRV. FL+SWIMING POL FLR.+H.C FL. + 23 TYP.+SRV. FL.+PENTHOUSE (DUPLEX) + ROF+TOP OF ROF HOTEL BUILDING ON PLOT NO. 3473902, AT AL MERKADH, DUBAIFOR TRASAND",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,142721.25,AED,Ajeesh J.,Quotation
3030,Q-1192-F12074,FIRESTOP,12 Oct 2022,IQ,Atis T.S.,FIRESTOPPING PROJECT,SUPPLY OF DC68,Firestop/ DC 315,Fire,1942.5,AED,Habib B.,Order
3031,Q-1192-F12073,FIRESTOP,11 Oct 2022,IQ,Huge B.C.,MUTTAWA TOWER# LPO PD/HG/PO/25482,SUPPLY OF CFS01,Firestop/ DC 315,Fire,2913.75,AED,Ajeesh J.,Order
3032,Q-1005-M7054,MV LLC,11 Oct 2022,IQ,Titanit C.L.,Supply &amp; Delivery Of Oil Water Separator-Al Kharj-KSA,Supply &amp; Delivery Of Oil Water Separator-Al Kharj-KSA,Mechanical Items,Mechanical,23974.79,USD,Mahesh B.,Order
3033,Q-1192-F12072,FIRESTOP,11 Oct 2022,IQ,Rimal I.S.,Abudhabi Midfield# LPO 150/2022,SUPPLY OF INSS1440 5G PAIL,Firestop/ DC 315,Fire,6720,AED,Islam S.,Order
3034,Q-1192-F12071,FIRESTOP,11 Oct 2022,IQ,Rukn A.M.,NEUTRAL WETAHER SEALANT,SUPPLY OF NWS 2000,Firestop/ DC 315,Fire,1050,AED,Habib B.,Order
3035,Q-1192-F12070,FIRESTOP,11 Oct 2022,IQ,Arabian C.G.,"2B+G+6F+ROOF COMMERCIAL &amp; RESIDENTIAL COMPLEX ON PLOT No. 3210222, MADINAT DUBAI AL MELAHEYAH, DUBAI# LPO 2207543",SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,21000,AED,Habib B.,Order
3036,Q-5213-V40007,MACRO,11 Oct 2022,RFQ,(atc) A.T.,(KSA 127) W912ER21C0015 AL KHARJ WAREHOUSE,OSHA SAFETY REBAR CAPS,Building Materials,Various,1020,USD,Mahesh B.,Order
3037,Q-1192-F12069,FIRESTOP,11 Oct 2022,IQ,Door M.T.,Six Villas Project  For BEMCO,SUPPLY OF INSS1440,Firestop/ DC 315,Fire,840,AED,Habib B.,Quotation
3038,Q-1192-F12068,FIRESTOP,11 Oct 2022,IQ,Door M.T.,Six Villas Project  For BEMCO # LPO 106-2022,SUPPLY OF INSS1186 &amp; INSS1440,Firestop/ DC 315,Fire,5250,AED,Habib B.,Order
3039,Q-1005-M7053,MV LLC,10 Oct 2022,IQ,Elite P.E.,Supply &amp; Delivery Of Flexible Connector- Qatar,Supply &amp; Delivery Of Flexible Connector- Qatar,Mechanical Items,Mechanical,5900,USD,Mahesh B.,Quotation
3040,RFQ-1192-V4322,FIRESTOP,10 Oct 2022,RFQ,Fujairah R.F.,MVL Firestop,SLAB WITHOUT FACING SXXX Density 160Kg M3 Thickness 50mm Size1.2 Mtr X .6 Mtr. 360 SQM,Building Materials,Various,13173.3,AED, ,Order
3041,Q-1192-F12067,FIRESTOP,06 Oct 2022,IQ,Shield C.C.,Suhsil Ali Al Mazrouei@Raha-RBW6 Plot C19,SUPPLY OF INSS1440 5G PAIL,Firestop/ DC 315,Fire,882,AED,Habib B.,Order
3042,Q-1192-F12066,FIRESTOP,06 Oct 2022,IQ,Do B.H.,"Commercial &amp; Residential Building ( B+G+P+6T+7th+8th ) International City 2- Warsan Fourth, Dubai, UAE# LPO JYB0610-2022",SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,3360,AED,Ramshad K.,Order
3043,Q-1192-F12065,FIRESTOP,05 Oct 2022,IQ,Rimal I.S.,PROJECT IN ABU DHABI AIRPORT MIDFIELD,"SUPPLY OF INSS1440,INSS0285",Firestop/ DC 315,Fire,1365,AED,Islam S.,Quotation
3044,Q-1192-F12064,FIRESTOP,05 Oct 2022,IQ,Gulf E.C.,"Gulf Catering Services @ Mussafah 09, AUH","SUPPLY OF INSS1440, D64",Firestop/ DC 315,Fire,903,AED,Dinesh M.,Order
3045,RFQ-3742-V4265,MACRO,05 Oct 2022,RFQ,Cummins A.K.,W912ER-19-C-0018 Care And Preservation Vehicle Maintenance Facility,Cummins Generator Service,Building Materials,Various,1280,KWD, ,Order
3046,Q-1192-F12063,FIRESTOP,05 Oct 2022,IQ,Alibtikar A.T.,FIRESTOPPING PROJECT,SUPPLY OF DC68,Firestop/ DC 315,Fire,1417.5,AED,Habib B.,Order
3047,Q-1192-F12062,FIRESTOP,04 Oct 2022,IQ,Multi A.S.,"Kings College Hospital, Jeddah",SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,6045,AED,Islam S.,Quotation
3048,Q-1192-F12061,FIRESTOP,04 Oct 2022,IQ,Al A.E.,"JOOD PALACE HOTEL/COMMERCIAL/RESIDENTIAL BUILDING, NO50/8, PLOT NO. 124-192, DUBAI, UAE",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,46633.65,AED,Dinesh M.,Quotation
3049,Q-1192-F12060,FIRESTOP,04 Oct 2022,IQ,Multi A.S.,FIRESTOPPING PROJECT,Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,108210,AED,Islam S.,Quotation
3050,Q-1192-F12059,FIRESTOP,03 Oct 2022,IQ,Jpm A.T.,OST - 2B+G+11 FLOOR# LPO JPM/MVL/0249/2022,SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,6037.5,AED,Ajeesh J.,Order
3051,Q-1192-F12058,FIRESTOP,03 Oct 2022,IQ,Metco C.,HOTEL PROJECT- EGYPT,Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,95625.95,AED,Islam S.,Quotation
3052,Q-5213-V40005,MACRO,03 Oct 2022,IQ,(atc) A.T.,(KSA 127) W912ER21C0015 AL KHARJ WAREHOUSE,Weep Vent And Mortar Vent,Building Materials,Various,6626.64,USD,Mahesh B.,Order
3053,Q-5193-V40000,MACRO,03 Oct 2022,IQ,Arabian C.C.,"(KSA-126) W912ER21C0014 Khamis Simulator Facility, Kingdom Of Saudi Arabia","Weep Vent, Mortar Vent &amp; OSHA Rebar Caps",Building Materials,Various,9215.75,USD,Mahesh B.,Order
3054,Q-1192-F12057,FIRESTOP,03 Oct 2022,IQ,Asian I.,FIRESTOPPING PROJECT In BANGLADESH# LPO ASI-12092022,Supply Of INSS1440 600 Ml Sausage,Firestop/ DC 315,Fire,11500,AED,Islam S.,Order
3055,Q-1192-F12056,FIRESTOP,03 Oct 2022,IQ,Fscunion Y.S.,TURKEY PROJECT,SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,9900,USD,Islam S.,Order
3056,Q-1192-F12055,FIRESTOP,03 Oct 2022,IQ,Classic F.C.,FIRESTOPPING PROJECT,SUPPLY OF INSS2460 DARK GREY,Firestop/ DC 315,Fire,3150,AED,Habib B.,Order
3057,Q-1192-F12054,FIRESTOP,03 Oct 2022,IQ,Al B.C.,G+2P+9+R Residential Building Plot 645-5963 Majan Wadi Al Safa 3# LP02022P00100931,SUPPLY OF INSS1440 5G PAIL,Firestop/ DC 315,Fire,756,AED,Ajeesh J.,Order
3058,Q-1192-F12053,FIRESTOP,30 Sep 2022,IQ,Pgs G.C.,"PROPOSED DUBAI LAGOON ZONE 3, B+G+8+R BUILDING,      BLDG. F1, PLOT NO.: 5981801, DUBAI, UAE",SUPPLY OF MVL FIRESTOP MATERIAL,Firestop/ DC 315,Fire,9492,AED,Ajeesh J.,Quotation
3059,Q-1192-F12035A,FIRESTOP,29 Sep 2022,IQ,Rukn A.M.,WEATHER SEALANT,SUPPLY OF NWS 2000,Firestop/ DC 315,Fire,1365,AED,Habib B.,Order
3060,Q-1192-F12052,FIRESTOP,29 Sep 2022,IQ,Deep S.S.,ADNOC  PROJECT,SUPPLY OF INSS1440,Firestop/ DC 315,Fire,826.88,AED,Habib B.,Quotation
3061,RFQ-5213-V40004,MACRO,29 Sep 2022,RFQ,Gcc D.L.,(KSA 127) W912ER21C0015 AL KHARJ WAREHOUSE,Weep Vent And Mortar Vent,Building Materials,Various,9495,USD, ,Order
3062,Q-1192-F12051,FIRESTOP,28 Sep 2022,IQ,New S.E.,86-(G+4F+RF) Res Build @ Warsan # LPO 29164-R,"SUPPLY OF FP05, D120,SSHOOP,INFS0812",Firestop/ DC 315,Fire,3885.08,AED,Ajith S.,Order
3063,Q-1192-F12050,FIRESTOP,28 Sep 2022,IQ,Al H.,"PROPOSED G+4 BUILDING, PLOT NO.2523, AJMAN, UAE","SUPPLY OF FP05, INSS1440",Firestop/ DC 315,Fire,2280.6,AED,Islam S.,Quotation
3064,Q-1192-F12049,FIRESTOP,28 Sep 2022,IQ,Jas A.,Artifact Fire Protection,Supply Of DC 68,Firestop/ DC 315,Fire,3412.5,AED,Ramshad K.,Quotation
3065,Q-1192-F12048,FIRESTOP,28 Sep 2022,IQ,Srh A.B.,"PROPOSED RESIDENTIAL BUILDING GROUND + 1P+1st+7TYPICAL + ROOF, AL SATWA, DUBAI, PLOT NO.3347572# LPO MK 315",Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,1974,AED,Ajeesh J.,Order
3066,Q-1192-F12047,FIRESTOP,28 Sep 2022,IQ,Polaris I.I.,PII/21/061 # LPO 583,SUPPLY OF DC68,Firestop/ DC 315,Fire,17850,AED,Habib B.,Order
3067,RFQ-5503-O1,MVL Greece,28 Sep 2022,RFQ,Public B.,GRE-121 N6247022C0002 Communications Center - Souda Bay,Supply And Delivery Of Laptop HP 15S-FQ2008NV (Intel Core I7-1165G7/16GB/1TB SSD/,Computer Peripherals,Office Assets,2546.94,EURO,Marman I.,Order
3068,RFQ-1192-F12046,FIRESTOP,28 Sep 2022,RFQ,International C.T.,MVL Firestop,Order No. INCA-20220927-10,Firestop/ DC 315,Fire,39145,USD, ,Order
3069,RFQ-1569-O29,MACRO,28 Sep 2022,RFQ,Dnv B.A.,"MVL MICHIGAN (US), MVL (UAE), MVL (LEBANON)",CMMC LEVEL 3 SELF- ASSESSMENT SERVICE,Computer Peripherals,Office Assets,67200,AED, ,Order
3070,Q-1192-F12045,FIRESTOP,27 Sep 2022,IQ,Al A.C.,NAEEM TOWER ( B+G+2M+20F) # LPO 102201693,SUPPLY OF INSS1440 5G PAIL,Firestop/ DC 315,Fire,5670,AED,Islam S.,Order
3071,Q-1192-F12044,FIRESTOP,27 Sep 2022,IQ,Atcon C.L.,P102 -PALM HOTEL ( B+G+10TYP+ROOF+UPPER ROOF)# LPO 6959,"SUPPLY OF INSS1440, INSS1186",Firestop/ DC 315,Fire,2539.32,AED,Islam S.,Order
3072,Q-1192-F12043,FIRESTOP,27 Sep 2022,IQ,Greaves A.P.,Dolmen Mall Lahore,"Supply Of INSS1440,GASKET",Firestop/ DC 315,Fire,733058,AED,Islam S.,Quotation
3073,Q-1192-F12042,FIRESTOP,26 Sep 2022,IQ,Maxitech I.L.,PRICE LIST,Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,10256.23,AED,Islam S.,Quotation
3074,Q-1005-M7052,MV LLC,23 Sep 2022,IQ,Ms A.C.,Supply &amp; Delivery Of Air Conditioners(PTAC Units)-W50S7K-22-R-0021,Supply &amp; Delivery Of Air Conditioners(PTAC Units)-W50S7K-22-R-0021,Mechanical Items,Mechanical,119940,USD, ,Quotation
3075,RFQ-4814-V40002,MACRO,22 Sep 2022,RFQ,Maxim H.R.,(QTR 193) - W912ER21C0005 - USACE TRANS REGIONAL LOGISTICS COMPLEX (TRLC),Missile Impact Skylight Panel,Building Materials,Various,68973.66,USD, ,Order
3076,Q-1192-F11020C,FIRESTOP,21 Sep 2022,IQ,Fibrex L.,AL AIN PROJECT#F-ALM-ASJ01-PUR-27798-2022.R-0,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,5985,AED,Habib B.,Order
3077,RFQ-5503-V4351,MVL Greece,21 Sep 2022,RFQ,Zacharakis G.,GRE-121 N6247022C0002 Communications Center - Souda Bay,Supply And Installation Of PHOTOCOPY MACHINE KONICA MINOLTA C250 PHOTOCOPY MACHINE 250i  And 1 Set Of Toners,Misc.,Various,4042.4,EURO,Marman I.,Order
3078,Q-1192-F12041,FIRESTOP,21 Sep 2022,IQ,Al F.F.,PRICE LIST,Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,9079.74,AED,Ajeesh J.,Quotation
3079,RFQ-1192-V4445,FIRESTOP,20 Sep 2022,RFQ,Grand S.C.,MVL Firestop,STATIONARIES SUPPLIES - FIRESTOP,Misc.,Various,2125.72,AED,Marman I.,Order
3080,Q-1192-F12040,FIRESTOP,20 Sep 2022,IQ,Al M.A.,G+5TYP+6TH+R # WARSAN FOURTH,Unit Rate Quotation,Firestop/ DC 315,Fire,0,AED,Ajith S.,Quotation
3081,Q-1192-F12039,FIRESTOP,20 Sep 2022,IQ,Al H.B.,"RESIDENTIAL BUILDING IC3-L-11 (G+2P+6 TYP+ R ),IC3-B22(G+P+4+R),IC3-B17(G+P+4+R), WARSAN FOURTH, DUBAI,UAE PO# 0519/GEN/ABC/2022",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,30040.5,AED,Ajeesh J.,Order
3082,Q-1192-F12038,FIRESTOP,20 Sep 2022,IQ,Fibrex L.,SULAFA TOWER # LPO F-ALM-AE1803-PUR-47297-2022.R-0,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,59850,AED,Habib B.,Order
3083,Q-1192-F12037,FIRESTOP,20 Sep 2022,IQ,Pgs G.C.,Derby Residence # Meydan,Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,1651.65,AED,Ajeesh J.,Quotation
3084,Q-1192-F12036,FIRESTOP,20 Sep 2022,IQ,Pearl P.S.,PO/PC/L/1314,SUPPLY OF DC315,Firestop/ DC 315,Fire,336,AED,Islam S.,Order
3085,Q-1192-F12035,FIRESTOP,20 Sep 2022,IQ,Rukn A.M.,WEATHER SEALANT,SUPPLY OF NWS 2000,Firestop/ DC 315,Fire,4095,AED,Habib B.,Order
3086,Q-1192-F12034,FIRESTOP,19 Sep 2022,IQ,Inayah E.W.,NEW PRICE LIST,Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,9079.74,AED,Islam S.,Quotation
3087,Q-1192-F12033,FIRESTOP,19 Sep 2022,IQ,Pgs G.C.,DERBY RESIDENCE-2- G+4 BUILDING-MEYDAN,SUPPLY OF INFS0812,Firestop/ DC 315,Fire,1848,AED,Ajeesh J.,Order
3088,RFQ-5213-V40003,MACRO,19 Sep 2022,RFQ,M. S.A.,(KSA 127) W912ER21C0015 AL KHARJ WAREHOUSE,Translucent Wall Panels (KALWALL),Building Materials,Various,158700,SAR, ,Order
3089,Q-1192-F12032,FIRESTOP,19 Sep 2022,IQ,Media P.I.,"Arabian Hospitality Investment Conference (AHIC) Cocktail Event , Mina A'Salam Majlis A'Salam Ballroom# LPO MP2022/1512",SUPPLY OF DC68,Firestop/ DC 315,Fire,2467.5,AED,Ramshad K.,Order
3090,Q-1192-F12031,FIRESTOP,19 Sep 2022,IQ,Jpm A.T.,"PROPOSED COMMERCIAL / RESIDENTIAL / OFFICE BLDG. (G+2P+9FL+R), Plot No.: 2470260, Al Qusais Ind., Dubai# FAST BUILDING CONT.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,47717.25,AED,Ajith S.,Quotation
3091,Q-1005-M7051,MACRO,16 Sep 2022,IQ,Titanit C.L.,Supply &amp; Delivery Roof Top Package Unit(DX) - AL Kharj-KSA,Supply &amp; Delivery Roof Top Package Unit(DX) - AL Kharj-KSA,Mechanical Items,Mechanical,62274.8,USD,Mahesh B.,Order
3092,RFQ-4814-A5202,MACRO,15 Sep 2022,RFQ,Vulcan I.L.,(QTR 193) - W912ER21C0005 - USACE TRANS REGIONAL LOGISTICS COMPLEX (TRLC),"WOODEN DOORS, FRAMES AND DOOR HARDWARES",Doors,Architectural,473240.25,AED, ,Order
3093,Q-1192-F12030,FIRESTOP,15 Sep 2022,IQ,Smithline R.C.,FIRESTOPPING PROJECT,SUPPLY OF DC315,Firestop/ DC 315,Fire,336,AED,Islam S.,Quotation
3094,Q-1192-F12029,FIRESTOP,15 Sep 2022,IQ,Cooltech E.S.,Proposed Project In Sri Lanka,SUPPLY OF MVL FIRESTOP MATERIAL,Firestop/ DC 315,Fire,442930,AED,Islam S.,Quotation
3095,Q-1192-F12028,FIRESTOP,15 Sep 2022,IQ,Al F.C.,"COMMERCIAL BUILDING (G+12), SECTOR NO.: RBW7, PLOT NO.: C30, AL RAHA BEACH, ABU DHABI",SUPPLY OF MVL FIRESTOP MATERIAL,Firestop/ DC 315,Fire,44966.25,AED,Islam S.,Quotation
3096,Q-1192-F12027,FIRESTOP,15 Sep 2022,IQ,Img T.P.,IMG THEME PARK DUBAI,SUPPLY OF DC68 SPRAY TO PROTECT,Firestop/ DC 315,Fire,22050,AED,Ramshad K.,Quotation
3097,Q-1192-F11951A,FIRESTOP,14 Sep 2022,IQ,Hypery I.L.,BANGLADESH FIRESTOPPING PROJECT_PO # 22-0915,"SUPPLY OF INSS1440, INSS1186",Firestop/ DC 315,Fire,15360,AED,Habib B.,Order
3098,Q-1192-F12026,FIRESTOP,13 Sep 2022,IQ,Polaris I.I.,MAF Mall @ Senegal_PO # 555,SUPPLY OF DC68 SPRAY TO PROTECT,Firestop/ DC 315,Fire,5355,AED,Habib B.,Order
3099,Q-1192-F12025,FIRESTOP,13 Sep 2022,IQ,Dnb C.,"G+3 Residential Building, Plot No.: 598-1268, Dubai Investments Park, Dubai, UAE",SUPPLY OF MVL FIRESTOP MATERIAL,Firestop/ DC 315,Fire,12332.25,AED,Ajeesh J.,Quotation
3100,Q-1192-F12002A,FIRESTOP,13 Sep 2022,IQ,Jpm A.T.,RUKN TOWER DUBAI LAND LPO # 0243/09/2022,Supply Of Fire Stop Materials - CIVIL &amp; MEP,Firestop/ DC 315,Fire,3150,AED,Islam S.,Order
3101,Q-1192-F11831B,FIRESTOP,13 Sep 2022,IQ,Jpm A.T.,ALEXIS TOWER # LPO JPM/MVL/0207/2022-03,SUPPLY OF CIVIL &amp; MEP,Firestop/ DC 315,Fire,3150,AED,Islam S.,Order
3102,Q-1192-F11912A,FIRESTOP,13 Sep 2022,IQ,Jpm A.T.,Omis Tower- 3B+G+23 TYP BLDG # LPO JPM/MVL/0242/09/2022,SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,6084.75,AED,Islam S.,Order
3103,Q-1192-F11998A,FIRESTOP,13 Sep 2022,IQ,Jpm A.T.,2B+G+11 FLOOR- OST CONT. # LPO JPM/MVL/0244/09/2022,SUPPLY OF INSS1186 &amp; INSS1440,Firestop/ DC 315,Fire,7008.75,AED,Ajeesh J.,Order
3104,RFQ-4814-S9094,MACRO,13 Sep 2022,RFQ,Ancd -.A.,(QTR 193) - W912ER21C0005 - USACE TRANS REGIONAL LOGISTICS COMPLEX (TRLC),LIGHTING POLES,Subcontract,Services,35640,QAR, ,Quotation
3105,Q-4814-V4359,MACRO,13 Sep 2022,IQ,Ancd -.A.,MASS &amp; Co. SOV 5 Plus Admin Fee,MASS &amp; Co. SOV 5 Plus Admin Fee,Misc.,Various,20668.4,USD, ,Order
3106,Q-5404-V4352,MACRO,13 Sep 2022,IQ,Multimarque G.T.,Carrier 50TJM-18A9A1A0A0AS Packaged System 14.6 Ton- AC Unit,Carrier 50TJM-18A9A1A0A0AS Packaged System 14.6 Ton- AC Unit,Misc.,Various,49324.82,USD, ,Order
3107,Q-5404-V4351,MACRO,12 Sep 2022,IQ,Multimarque G.T.,Diesel Generator Set Plus Management Fee 6%,Diesel Generator Set Plus Management Fee 6%,Misc.,Various,45919.78,USD, ,Order
3108,Q-1192-F11703A,FIRESTOP,12 Sep 2022,IQ,New S.E.,86-(G+4F+RF) Res Build @ Warsan # LPO 29040,"SUPPLY OF INSS1186, INSS1440, D120",Firestop/ DC 315,Fire,840,AED,Ajith S.,Order
