orderId,poCount,totalValueUSD,poNumbers,mainOrderId
RFPO-6705-V40048,2,36727.9,RFPO-6705-V40048-1; RFPO-6705-V40048-2,6705
RFPO-7139-V4351,2,31018.0,RFPO-7139-V4351-1; RFPO-7139-V4351-2,7139
RFPO-7139-V40002,2,2840.0,RFPO-7139-V40002-1; RFPO-7139-V40002-2,7139
RFPO-5829-S9103,2,1732.5,RFPO-5829-S9103-1; RFPO-5829-S9103-2,5829
RFPO-1569-V4421,2,1497.61,RFPO-1569-V4421-1; RFPO-1569-V4421-2,1569
RFPO-6705-V40021,2,18269.0,RFPO-6705-V40021-1; RFPO-6705-V40021-2,6705
RFPO-5657-V40016,2,47412.0,RFPO-5657-V40016-1; RFPO-5657-V40016-2,5657
RFPO-6705-M4008A,2,401945.2,RFPO-6705-M4008A-1; RFPO-6705-M4008A-2,6705
RFPO-6705-E6800,2,55320.0,RFPO-6705-E6800-1; RFPO-6705-E6800-2,6705
RFPO-7204-E6800,2,22465.95,RFPO-7204-E6800-1; RFPO-7204-E6800-2,7204
RFPO-5532-M4024,2,558398.0,RFPO-5532-M4024-1; RFPO-5532-M4024-2,5532
RFPO-6705-V40017,2,48633.33,RFPO-6705-V40017-1; RFPO-6705-V40017-2,6705
RFPO-6746-V40002,2,6816.72,RFPO-6746-V40002-1; RFPO-6746-V40002-2,6746
RFPO-5695-M4103,2,11263.0,RFPO-5695-M4103-1; RFPO-5695-M4103-2,5695
RFPO-6705-V40007,2,24630.79,RFPO-6705-V40007-1; RFPO-6705-V40007-2,6705
RFPO-4814-A5212,2,14295.44,RFPO-4814-A5212-1; RFPO-4814-A5212-2,4814
RFPO-5829-M4103A,2,76378.49,RFPO-5829-M4103A-1; RFPO-5829-M4103A-2,5829
RFPO-6746-E6800,2,33344.02,RFPO-6746-E6800-1; RFPO-6746-E6800-2,6746
RFPO-5193-A5206,2,5448.0,RFPO-5193-A5206-1; RFPO-5193-A5206-2,5193
RFPO-6542-V40001,2,86874.0,RFPO-6542-V40001-1; RFPO-6542-V40001-2,6542
RFPO-5532-V4368,2,88100.0,RFPO-5532-V4368-2; RFPO-5532-V4368-3,5532
RFPO-5829-S9100,2,1091.85,RFPO-5829-S9100-1; RFPO-5829-S9100-2,5829
RFPO-6542-V40002,2,312.5,RFPO-6542-V40002-1; RFPO-6542-V40002-2,6542
RFPO-5532-M4015,2,1290.96,RFPO-5532-M4015-1; RFPO-5532-M4015-2,5532
RFPO-5503-V40008A,2,155606.96,RFPO-5503-V40008A-1; RFPO-5503-V40008A-2,5503
RFPO-1569-V4413,2,2968.01,RFPO-1569-V4413-1; RFPO-1569-V4413-2,1569
RFPO-5410-V40002,2,11337.14,RFPO-5410-V40002-1; RFPO-5410-V40002-2,5410
RFPO-1005-V7127,2,27572.58,RFPO-1005-V7127-1; RFPO-1005-V7127-2,1005
RFPO-1005-V7151,2,16878.1,RFPO-1005-V7151-1; RFPO-1005-V7151-2,1005
RFPO-1569-O56,2,23784.88,RFPO-1569-O56-1; RFPO-1569-O56-2,1569
RFPO-1569-O59,2,2123.89,RFPO-1569-O59-1; RFPO-1569-O59-2,1569
RFPO-4814-E6802A,2,2454.9,RFPO-4814-E6802A-1; RFPO-4814-E6802A-2,4814
RFPO-1005-V7136,2,18051.74,RFPO-1005-V7136-1; RFPO-1005-V7136-2,1005
RFPO-1569-O51,2,4642.07,RFPO-1569-O51-1; RFPO-1569-O51-2,1569
RFPO-1005-E7073,2,17059.23,RFPO-1005-E7073-1; RFPO-1005-E7073-2,1005
RFPO-5503-M4101,2,124304.34,RFPO-5503-M4101-1; RFPO-5503-M4101-2,5503
RFPO-1428-V4355,2,1307.01,RFPO-1428-V4355-1; RFPO-1428-V4355-2,1428
RFPO-5829-M4102,2,699795.78,RFPO-5829-M4102-1; RFPO-5829-M4102-2,5829
RFPO-1005-V7107,2,13502.4,RFPO-1005-V7107-1; RFPO-1005-V7107-2,1005
RFPO-1005-M7075,2,632.22,RFPO-1005-M7075-1; RFPO-1005-M7075-2,1005
RFPO-1005-V7085,2,1142.87,RFPO-1005-V7085-1; RFPO-1005-V7085-2,1005
RFPO-1005-V7078,2,9156.77,RFPO-1005-V7078-1; RFPO-1005-V7078-2,1005
RFPO-1005-V7072,2,22982.25,RFPO-1005-V7072-1; RFPO-1005-V7072-2,1005
RFPO-4814-V40004,2,871.34,RFPO-4814-V40004-1; RFPO-4814-V40004-2,4814
RFPO-1005-M7064,2,17539.2,RFPO-1005-M7064-1; RFPO-1005-M7064-2,1005
RFPO-1005-V7053,2,13967.01,RFPO-1005-V7053-1; RFPO-1005-V7053-2,1005
PO-1005-V7049,2,2878.4,PO-1005-V7049-1; PO-1005-V7049-2,1005
RFPO-1005-V7048,2,25141.34,RFPO-1005-V7048-1; RFPO-1005-V7048-2,1005
RFPO-5193-A5201,2,69612.0,RFPO-5193-A5201-1; RFPO-5193-A5201-2,5193
RFPO-4814-E6800,2,171306.31,RFPO-4814-E6800-1; RFPO-4814-E6800-2,4814
RFPO-5503-O1,2,5001.06,RFPO-5503-O1-1; RFPO-5503-O1-2,5503
RFPO-5213-S9082,2,592173.33,RFPO-5213-S9082-1; RFPO-5213-S9082-2,5213
RFPO-3734-V4353,2,18186.81,RFPO-3734-V4353-1; RFPO-3734-V4353-2,3734
RFPO-1192-V4431,2,46520.0,RFPO-1192-V4431-1; RFPO-1192-V4431-2,1192
RFPO-3742-V4252,2,3143000.0,RFPO-3742-V4252-1; RFPO-3742-V4252-2,3742
RFPO-3742-V4256A,2,1315162.8,RFPO-3742-V4256A-1; RFPO-3742-V4256A-2,3742
RFPO-1569-S9002,2,776.04,RFPO-1569-S9002-1; RFPO-1569-S9002-2,1569
RFPO-3734-A5202,2,179134.06,RFPO-3734-A5202-1; RFPO-3734-A5202-2,3734
RFPO-3734-V4258,2,102780.49,RFPO-3734-V4258-1; RFPO-3734-V4258-2,3734
PO-1005-E7032,2,44111.64,PO-1005-E7032-1; PO-1005-E7032-2,1005
PO-1005-E7019,2,45432.83,PO-1005-E7019-1; PO-1005-E7019-2,1005
PO-1005-V7004,2,5924.58,PO-1005-V7004-1; PO-1005-V7004-2,1005
RFPO-2569-V4252,2,11000.0,RFPO-2569-V4252-1; RFPO-2569-V4252-2,2569
PO-1005-V4466,2,32554.95,PO-1005-V4466-1; PO-1005-V4466-2,1005
PO-1428-M4101,2,49180.2,PO-1428-M4101-1; PO-1428-M4101-2,1428
RFPO-2532-E6801,2,5426.35,RFPO-2532-E6801-1; RFPO-2532-E6801-2,2532
RFPO-1005-A5204,2,130140.39,RFPO-1005-A5204-1; RFPO-1005-A5204-2,1005
RFPO-982-A5201,2,139441.8,RFPO-982-A5201-1; RFPO-982-A5201-2,982
PO-1005-E6995,2,33434.1,PO-1005-E6995-1; PO-1005-E6995-2,1005
PO-1005-E6991,2,5102.98,PO-1005-E6991-1; PO-1005-E6991-2,1005
RFPO-1581-M4101,2,100374.44,RFPO-1581-M4101-1; RFPO-1581-M4101-2,1581
RFPO-982-S9091,2,890.11,RFPO-982-S9091-1; RFPO-982-S9091-2,982
PO-1094-S9091,2,4968.59,PO-1094-S9091-1; PO-1094-S9091-2,1094
RFPO-637-V6856,2,2586.6,RFPO-637-V6856-1; RFPO-637-V6856-2,637
PO-1005-E6981,2,627.54,PO-1005-E6981-1; PO-1005-E6981-2,1005
PO-1005-M6995,2,16228.73,PO-1005-M6995-1; PO-1005-M6995-2,1005
RFPO-637-A5310,2,716.0,RFPO-637-A5310-1; RFPO-637-A5310-2,637
RFPO-1192-C6051A,2,87843.16,RFPO-1192-C6051A-1; RFPO-1192-C6051A-2,1192
PO-1005-E6965,2,74430.68,PO-1005-E6965-1; PO-1005-E6965-2,1005
RFPO-637-A5305,2,3686.76,RFPO-637-A5305-1; RFPO-637-A5305-2,637
PO-1005-V6873,2,956682.46,PO-1005-V6873-1; PO-1005-V6873-2,1005
PO-1005-E6948,2,36073.25,PO-1005-E6948-1; PO-1005-E6948-2,1005
RFPO-781-V4252,2,6864.82,RFPO-781-V4252-1; RFPO-781-V4252-2,781
RFPO-637-V4261,2,6015.44,RFPO-637-V4261-1; RFPO-637-V4261-2,637
RFPO-637-S9101,2,137358.3,RFPO-637-S9101-1; RFPO-637-S9101-2,637
PO-1005-M4001,2,3672.62,PO-1005-M4001-1; PO-1005-M4001-2,1005
PO-1005-V6840,2,19177.5,PO-1005-V6840-1; PO-1005-V6840-2,1005
PO-1005-T1004,2,1965.96,PO-1005-T1004-1; PO-1005-T1004-2,1005
RFPO-982-1590A,2,19319779.18,RFPO-982-1590A-1; RFPO-982-1590A-2,982
RFPO-497-1484,2,5645.6,RFPO-497-1484-1; RFPO-497-1484-2,497
PO-315-1518,2,1395.8,PO-315-1518-1; PO-315-1518-2,315
PO-315-1515,2,536.42,PO-315-1515-1; PO-315-1515-2,315
PO-315-1510,2,9708.76,PO-315-1510-1; PO-315-1510-2,315
PO-215-1456,2,672.11,PO-215-1456-1; PO-215-1456-2,215
PO-913-513,2,200000.27,PO-913-513-1; PO-913-513-3,913
PO-613-335,2,177417.29,PO-613-335-1; PO-613-335-2,613
PO-913-516,2,0.0,PO-913-516-1; PO-913-516-2,913
RFPO-1013-544,2,18774.8,RFPO-1013-544-1; RFPO-1013-544-4,1013
