poNumber,poDate,poName,supplier,originalValue,currency,valueUSD,poSpendUSD,tax,taxUSD,netTotal,netTotalUSD,mainOrderId,orderId,entityCode,entity,material,materialCode,poVersion,isChangeOrder,poType,changeOrderGroup,changeOrderTotal,year,month,yearMonth,project
RFPO-7010-V40005-1,14 Jan 2025,PO for Ladder Consumables - Angles & Strip,Isam Kabbani Trading LLC,4325.0,AED,1177.67,1177.67,216.25,58.88,4541.25,1236.56,7010,RFPO-7010-V40005,V40005,MVL Greece,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.65 N4008424R8904 QC2035 REPAIR TO RADAR TOWER, F-8000 (X023)"
RFPO-7010-V40003-2,14 Jan 2025,PO for Steel Platform Decking,Oasis Metal Manufacturing LLC,13397.044,AED,3647.94,3647.94,0.0,0.0,13397.044,3647.94,7010,RFPO-7010-V40003,V40003,MACRO,Building Materials,Various,2,True,Change Order,1,1,2025,1,2025-01,"BIOT-121.65 N4008424R8904 QC2035 REPAIR TO RADAR TOWER, F-8000 (X023)"
RFPO-6542-V40009A-1,14 Jan 2025,PO for Receptacles (WP & non-WP) with Cover,WESTEX GROUP INC,1865.0,USD,1865.0,1865.0,0.0,0,1865.0,1865.0,6542,RFPO-6542-V40009A,V40009A,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan."
RFPO-6542-E6810-1,14 Jan 2025,"PO for Switches, Dimmers, Occupancy Sensors, Power banks incld. Plates [FOR BLDG B111,B116]",Benfield Electric International Ltd.,2134.48,USD,2134.48,2134.48,0.0,0,2134.48,2134.48,6542,RFPO-6542-E6810,E6810,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2025,1,2025-01,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan."
RFPO-6542-E6811-1,14 Jan 2025,"PO for Switches, Dimmers, Occupancy Sensors, Power banks incld. Plates [FOR BLDG B119]",Benfield Electric International Ltd.,977.2199999999999,USD,977.2199999999999,977.2199999999999,0.0,0,977.2199999999999,977.2199999999999,6542,RFPO-6542-E6811,E6811,MVL Nepal,Electrical,Electrical,1,False,Base PO,1,1,2025,1,2025-01,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan."
RFPO-5532-V40052-1,13 Jan 2025,PO for Aggregates and Cement - January Vessel,Leeds Services Co. Pte Ltd.,18974.0,USD,18974.0,18974.0,0.0,0,18974.0,18974.0,5532,RFPO-5532-V40052,V40052,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-6852-V40020-1,13 Jan 2025,PO for Camlock with Dust Cap (2inch & 3inch),Jet Fuel Specialists LLC,2787.07,USD,2787.07,2787.07,0.0,0,2787.07,2787.07,6852,RFPO-6852-V40020,V40020,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG
RFPO-6841-V40007-1,13 Jan 2025,PO for Duct Paints,The Sherwin-Williams Company,1029.24,USD,1029.24,1029.24,0.0,0,1029.24,1029.24,6841,RFPO-6841-V40007,V40007,MVL Greece,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.54 N4008424F4212 QS6063 - REPLACE AC UNIT, UPH-23, F-171, WO#1575078"
RFPO-5532-V40053-1,13 Jan 2025,PO for JFV140401 - Pre-Shipment Inspection Supplier: Evangel International Machinery Ltd. Ref# Item No : 3 - SINOTRUK HOWO 400HP 6X4 dump truckItem# SINOTRUK HOWO 400HP 6X4 dump truck,V-Trust Inspection Service Co. Ltd.,1072.0,USD,1072.0,1072.0,0.0,0,1072.0,1072.0,5532,RFPO-5532-V40053,V40053,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-6746-V40021-1,13 Jan 2025,PO for Non slip aggregate,The Sherwin-Williams Company,1070.9,USD,1070.9,1070.9,0.0,0,1070.9,1070.9,6746,RFPO-6746-V40021,V40021,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"ORD-6746 BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG"
RFPO-7098-V40000-1,10 Jan 2025,"PO for BACKER ROD, SPEC POXY SAMPLES",Dateline Exports Inc.,838.3100000000001,USD,838.3100000000001,838.3100000000001,0.0,0,838.3100000000001,838.3100000000001,7098,RFPO-7098-V40000,V40000,MACRO,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"ORD-7098 BIOT-121.69 N4008424F4613_eProject 1735497 QC2090- REPAIR TAXIWAY SIGNS, F-200044"
RFPO-6852-V40019A-1,08 Jan 2025,PO for U-Bolt & Friction Pads,APP Manufacturing,16696.33,USD,16696.33,16696.33,0.0,0,16696.33,16696.33,6852,RFPO-6852-V40019A,V40019A,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG
RFPO-7027-V40005B-1,08 Jan 2025,PO for Duct and accessories,FIRMAC INDUSTRIES L.L.C,10356.26,AED,2819.95,2819.95,517.813,141.0,10874.073,2960.95,7027,RFPO-7027-V40005B,V40005B,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.63 N4008424F4424 QC3010 REPLACE HVAC SYSTEM, F-161 (NGIS 19) - X020"
RFPO-7039-V40004-1,08 Jan 2025,"PO for Civil Items X025, X027, X055","White Cap Supply Holdings, LLC",11459.4668,USD,11459.4668,11459.4668,0.0,0,11459.4668,11459.4668,7039,RFPO-7039-V40004,V40004,MACRO,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.60 N4008424F4507 EProject 1693634 REPAIR SPP F1SA AND F2S OVERHEAD FEEDERS, RM20-1216 (Task-X025)"
RFPO-7010-V40004A-1,08 Jan 2025,PO for Ladder - consumables (Nut/bolt/washer),Isam Kabbani Trading LLC,246.9,AED,67.23,67.23,12.345,3.36,259.245,70.59,7010,RFPO-7010-V40004A,V40004A,MACRO,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.65 N4008424R8904 QC2035 REPAIR TO RADAR TOWER, F-8000 (X023)"
RFPO-6542-V40025-1,08 Jan 2025,PO for Wall and Kitchen Cabinet,Shark Cabinet INC,7076.0,USD,7076.0,7076.0,0.0,0,7076.0,7076.0,6542,RFPO-6542-V40025,V40025,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan."
RFPO-6705-V40024-1,08 Jan 2025,PO for PORTABLE GENERATOR,MONJE,4073.2999999999997,USD,4073.2999999999997,4073.2999999999997,0.0,0,4073.2999999999997,4073.2999999999997,6705,RFPO-6705-V40024,V40024,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6841-T1000-1,08 Jan 2025,PO for Duct Accessories,ANBI GENERAL TRADING LLC,1510.0,AED,411.16,411.16,75.5,20.56,1585.5,431.72,6841,RFPO-6841-T1000,T1000,MVL TRADING,Tools,Tools,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.54 N4008424F4212 QS6063 - REPLACE AC UNIT, UPH-23, F-171, WO#1575078"
RFPO-6705-V40025-1,08 Jan 2025,PO for Fiberglass Ladder,Dateline Exports Inc.,1254.57,USD,1254.57,1254.57,0.0,0,1254.57,1254.57,6705,RFPO-6705-V40025,V40025,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6841-V40006-1,08 Jan 2025,PO for PVC Engraved Labels. 150 (L)x100(W) mm. 65mm height for letters. White Letters and Black background.,Grace Labels LLC,450.0,AED,122.53,122.53,22.5,6.13,472.5,128.66,6841,RFPO-6841-V40006,V40006,MACRO,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.54 N4008424F4212 QS6063 - REPLACE AC UNIT, UPH-23, F-171, WO#1575078"
RFPO-7039-V40003-1,07 Jan 2025,"PO for Warning Tape, Sealant",Kelly & Hayes Electrical Industrial & Plumbing Supplies,3235.0,USD,3235.0,3235.0,0.0,0,3235.0,3235.0,7039,RFPO-7039-V40003,V40003,MACRO,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.60 N4008424F4507 EProject 1693634 REPAIR SPP F1SA AND F2S OVERHEAD FEEDERS, RM20-1216 (Task-X025)"
RFPO-5657-M4105-1,07 Jan 2025,PO for Replacement of Submersible Pump,Zoeller Pump Company,5721.56,USD,5721.56,5721.56,0.0,0,5721.56,5721.56,5657,RFPO-5657-M4105,M4105,MACRO,Mechanical Items,Mechanical,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.17 N4008422F4422 X017 1638204, QF9006 &amp;ndash; REPAIRS TO SEWAGE LIFT STATIONS"
RFPO-7010-V40002-1,06 Jan 2025,"PO for Fixed Ladder , Guard Rail & Ladder Safety device",SkyHigh Ladders & Guardrails Inc.,35600.0,USD,35600.0,35600.0,0.0,0,35600.0,35600.0,7010,RFPO-7010-V40002,V40002,MACRO,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,"BIOT-121.65 N4008424R8904 QC2035 REPAIR TO RADAR TOWER, F-8000 (X023)"
RFPO-1569-O78-1,06 Jan 2025,PO for NISTCMMC Project implementation,RivYv Technologies,800.0,USD,800.0,800.0,0.0,0,800.0,800.0,1569,RFPO-1569-O78,O78,MACRO,Computer Peripherals,Office Assets,1,False,Base PO,1,1,2025,1,2025-01,MVL Group Office Related POs
RFPO-6852-V40018A-1,06 Jan 2025,PO for Hardware for Civil works fabrications (Balance),Isam Kabbani Trading LLC,2796.7200000000003,AED,761.53,761.53,0.0,0.0,2796.7200000000003,761.53,6852,RFPO-6852-V40018A,V40018A,Yamauchi Gumi,Building Materials,Various,1,False,Base PO,1,1,2025,1,2025-01,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG
RFPO-5657-V40016-2,06 Jan 2025,"PO for Start-Up, Testing, and Commissioning of Sewage Pumping Systems (SIX LIFT STATIONS)",FLUIDS SOLUTIONS,27360.0,USD,27360.0,27360.0,0.0,0,27360.0,27360.0,5657,RFPO-5657-V40016,V40016,MACRO,Building Materials,Various,2,True,Change Order,2,2,2025,1,2025-01,"BIOT-121.17 N4008422F4422 X017 1638204, QF9006 &amp;ndash; REPAIRS TO SEWAGE LIFT STATIONS"
RFPO-6705-M4008A-2,24 Dec 2024,PO for KWAJALEIN HEAVY MACHINERIES PRIORITY 1,Evangel International Machinery Ltd.,200857.6,USD,200857.6,200857.6,0.0,0,200857.6,200857.6,6705,RFPO-6705-M4008A,M4008A,MACRO,Mechanical Items,Mechanical,2,True,Change Order,2,2,2024,12,2024-12,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6542-A5201-1,24 Dec 2024,PO for Non-fire rated steel door,Vulcan Industries LLC,21840.0,AED,5946.9,5946.9,0.0,0.0,21840.0,5946.9,6542,RFPO-6542-A5201,A5201,MACRO,Doors,Architectural,1,False,Base PO,1,1,2024,12,2024-12,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan."
RFPO-6705-M4102-1,24 Dec 2024,PO for 750KVA Oil Type Transformer,"Jiangsu Ryan Electric Co.,Ltd",41440.0,USD,41440.0,41440.0,0.0,0,41440.0,41440.0,6705,RFPO-6705-M4102,M4102,MACRO,Mechanical Items,Mechanical,1,False,Base PO,1,1,2024,12,2024-12,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7039-V40002-1,23 Dec 2024,"PO for Curing Materials, Non shrink grout",Al Majara Polychem Industries LLC,6931.5,AED,1887.41,1887.41,0.0,0.0,6931.5,1887.41,7039,RFPO-7039-V40002,V40002,MACRO,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"BIOT-121.60 N4008424F4507 EProject 1693634 REPAIR SPP F1SA AND F2S OVERHEAD FEEDERS, RM20-1216 (Task-X025)"
RFPO-7139-M4000-1,23 Dec 2024,PO for J9159 ROCK HYDRAULIC BREAKER and  Single Arm Digger for XC740K,Evangel International Machinery Ltd.,3400.0,USD,3400.0,3400.0,0.0,0,3400.0,3400.0,7139,RFPO-7139-M4000,M4000,FIRESTOP,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2024,12,2024-12,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-M4101-1,20 Dec 2024,PO for Unit Substation - 186inch  W X 92inch H X60inch D,TURTLE,276922.0,USD,276922.0,276922.0,0.0,0,276922.0,276922.0,6705,RFPO-6705-M4101,M4101,MACRO,Mechanical Items,Mechanical,1,False,Base PO,4,4,2024,12,2024-12,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6705-M4101-2,20 Dec 2024,PO for Unit Substation - 186inch  W X 92inch H X60inch D,TURTLE,276922.0,USD,276922.0,276922.0,0.0,0,276922.0,276922.0,6705,RFPO-6705-M4101,M4101,MACRO,Mechanical Items,Mechanical,2,True,Change Order,4,4,2024,12,2024-12,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6705-M4101-3,20 Dec 2024,PO for Unit Substation - 186inch  W X 92inch H X60inch D,TURTLE,288622.0,USD,288622.0,288622.0,0.0,0,288622.0,288622.0,6705,RFPO-6705-M4101,M4101,MACRO,Mechanical Items,Mechanical,3,True,Change Order,4,4,2024,12,2024-12,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6705-E6800-2,19 Dec 2024,Supply of Medium Voltage Cables,EMSI Inc.,29920.0,USD,29920.0,29920.0,0.0,0,29920.0,29920.0,6705,RFPO-6705-E6800,E6800,MACRO,Electrical,Electrical,2,True,Change Order,2,2,2024,12,2024-12,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-5829-A5301-1,19 Dec 2024,PO for FREE ISUUED - EXTERIOR PAINTS - TRITON AS PER APPROVED SUBMITTALS,SAS express BUILDING MATERIALS TRADING LLC,18285.0,AED,4978.9,4978.9,914.25,248.94,19199.25,5227.84,5829,RFPO-5829-A5301,A5301,MACRO,Paints,Architectural,1,False,Base PO,1,1,2024,12,2024-12,"ORD-5829 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, United Arab Emirates"
RFPO-5829-V40020-1,19 Dec 2024,PO for FREE ISUUED - INTERIOR PAINTS - TRITON AS PER APPROVED SUBMITTALS,SAS express BUILDING MATERIALS TRADING LLC,194980.0,AED,53091.9,53091.9,9749.0,2654.59,204729.0,55746.49,5829,RFPO-5829-V40020,V40020,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"ORD-5829 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, United Arab Emirates"
RFPO-6841-V40005A-1,19 Dec 2024,PO for Duct and accessories,FIRMAC INDUSTRIES L.L.C,2916.54,AED,794.16,794.16,145.827,39.71,3062.367,833.86,6841,RFPO-6841-V40005A,V40005A,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"BIOT-121.54 N4008424F4212 QS6063 - REPLACE AC UNIT, UPH-23, F-171, WO#1575078"
RFPO-6746-V40012-1,18 Dec 2024,PO for Water Meter,TIC LIGHT ELECTRICAL CORP,3124.95,USD,3124.95,3124.95,0.0,0,3124.95,3124.95,6746,RFPO-6746-V40012,V40012,MACRO,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"ORD-6746 BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG"
RFPO-5532-V40051-1,18 Dec 2024,PO for Pre-Shipment Inspection,V-Trust Inspection Service Co. Ltd.,268.0,USD,268.0,268.0,0.0,0,268.0,268.0,5532,RFPO-5532-V40051,V40051,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-1005-S9105-1,16 Dec 2024,PO for Pre-shipment Inspection Charges,TUV SUD MIDDLE EAST LLC,140.0,USD,140.0,140.0,7.0,7.0,147.0,147.0,1005,RFPO-1005-S9105,S9105,MICRON,Construction,Services,1,False,Base PO,1,1,2024,12,2024-12,Transportation Of Expansion Joints From China To Nepal
RFPO-1569-O76-1,16 Dec 2024,PO for SERVER UPGRADE EQUIPMENTS,AL KOFA COMPUTER TRADING LLC,1890.0,AED,514.64,514.64,94.5,25.73,1984.5,540.37,1569,RFPO-1569-O76,O76,MACRO,Computer Peripherals,Office Assets,1,False,Base PO,1,1,2024,12,2024-12,MVL Group Office Related POs
RFPO-7204-V40001-1,16 Dec 2024,PO for Supply of Roof and Wall Panel Weather Shelter 3- as per Approved Submittal,Emirates Industrial Panel,99063.94640000002,USD,99063.94640000002,99063.94640000002,0.0,0,99063.94640000002,99063.94640000002,7204,RFPO-7204-V40001,V40001,MACRO,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"ORD-7204 KUW-129.73 W5J9JE24F0017 Weather Shelter 3, Project  #3, Camp Buering Kuwait"
RFPO-7205-V40001-1,16 Dec 2024,PO for Supply of Roof and Wall Panel Weather Shelter 4- as per Approved Submittal,Emirates Industrial Panel,99063.94640000002,USD,99063.94640000002,99063.94640000002,0.0,0,99063.94640000002,99063.94640000002,7205,RFPO-7205-V40001,V40001,MACRO,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"ORD-7205 KUW-129.71 W5J9JE24F0015 Weather Shelter 4, Project #1 Camp Buering, Kuwait, ORD-7204 KUW-129.73 W5J9JE24F0017 Weather Shelter 3, Project  #3, Camp Buering Kuwait, And ORD-7198 KUW-129.70 W5J9JE24F0016 Weather Shelter #5 Project #2 Camp Buering, Kuwait"
RFPO-7198-V40001-1,16 Dec 2024,PO for Supply of Roof and Wall Panel Weather Shelter 5- as per Approved Submittal,Emirates Industrial Panel,99063.94640000002,USD,99063.94640000002,99063.94640000002,0.0,0,99063.94640000002,99063.94640000002,7198,RFPO-7198-V40001,V40001,MACRO,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"ORD-7198 KUW-129.70 W5J9JE24F0016 Weather Shelter #5 Project #2 Camp Buering, Kuwait"
RFPO-1569-O77-1,16 Dec 2024,PO for Bluebeam Core - Annual Subscription,AllCAD Solutions LLC,2060.0,AED,560.93,560.93,103.0,28.05,2163.0,588.97,1569,RFPO-1569-O77,O77,MACRO,Computer Peripherals,Office Assets,1,False,Base PO,1,1,2024,12,2024-12,MVL Group Office Related POs
RFPO-5532-M4028-1,16 Dec 2024,PO for XCMG 50 TON TRUCK CRANE MDOEL QY50KD - with Two years wearing spare parts,Evangel International Machinery Ltd.,141735.0,USD,141735.0,141735.0,0.0,0,141735.0,141735.0,5532,RFPO-5532-M4028,M4028,MACRO,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2024,12,2024-12,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-5829-V40023-1,11 Dec 2024,PO for PROCUREMENT SUPPORT - TRITON - VALVES - AS PER APPROVED SUBMITTAL,AL FUAD TRADING ESTABLISHMENT,150892.0,AED,41087.0,41087.0,7544.6,2054.35,158436.6,43141.35,5829,RFPO-5829-V40023,V40023,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"ORD-5829 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, United Arab Emirates"
RFPO-5829-V40024-1,11 Dec 2024,PO for Supply of Fixed Bollards as per Approved Submittal,Lomeq Technical Services Co. L.L.C,42050.0,AED,11449.97,11449.97,2102.5,572.5,44152.5,12022.46,5829,RFPO-5829-V40024,V40024,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"ORD-5829 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, United Arab Emirates"
RFPO-5503-V40013-1,11 Dec 2024,PO for MVL QUALTIY CONTROL RAPIDROP PIV GATE VALVES - AS PER APPROVED QUOTATION,FORMULA TECHNIKI S.A.,2857.5,EURO,3105.98,3105.98,685.8,745.43,3543.3,3851.41,5503,RFPO-5503-V40013,V40013,MACRO,Misc.,Various,1,False,Base PO,1,1,2024,12,2024-12,GRE-121 N6247022C0002 Communications Center - Souda Bay
RFPO-6542-V40024-1,11 Dec 2024,PO for Toilet Compartments,SMART CHOICE DECOR. LLC,8571.73,AED,2334.03,2334.03,428.587,116.7,9000.316499999999,2450.73,6542,RFPO-6542-V40024,V40024,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan."
RFPO-6746-V40020-1,11 Dec 2024,PO for Gala Valves,SALEH ZAID ALQURAISHI & PARTNERS TRAD.CO.LTD.,35990.0,SAR,9597.33,9597.33,5398.5,1439.6,41388.5,11036.93,6746,RFPO-6746-V40020,V40020,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"ORD-6746 BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG"
RFPO-7204-E6800-1,10 Dec 2024,PO for Low Velocity Fan Weather Shelter 3 - as per attached approved submittal,Gulf Facilities Trading & Contracting Co.,22465.95,USD,22465.95,22465.95,0.0,0,22465.95,22465.95,7204,RFPO-7204-E6800,E6800,MACRO,Electrical,Electrical,1,False,Base PO,2,2,2024,12,2024-12,"ORD-7204 KUW-129.73 W5J9JE24F0017 Weather Shelter 3, Project  #3, Camp Buering Kuwait"
RFPO-7205-E6800-1,10 Dec 2024,PO for Low Velocity Fan Weather Shelter 4 as per Approved Submittal,Gulf Facilities Trading & Contracting Co.,22465.95,USD,22465.95,22465.95,0.0,0,22465.95,22465.95,7205,RFPO-7205-E6800,E6800,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2024,12,2024-12,"ORD-7205 KUW-129.71 W5J9JE24F0015 Weather Shelter 4, Project #1 Camp Buering, Kuwait, ORD-7204 KUW-129.73 W5J9JE24F0017 Weather Shelter 3, Project  #3, Camp Buering Kuwait, And ORD-7198 KUW-129.70 W5J9JE24F0016 Weather Shelter #5 Project #2 Camp Buering, Kuwait"
RFPO-7198-E6800-1,10 Dec 2024,PO for Low Velocity Fan Weather Shelter 5 as per Approved Submittal,Gulf Facilities Trading & Contracting Co.,22465.95,USD,22465.95,22465.95,0.0,0,22465.95,22465.95,7198,RFPO-7198-E6800,E6800,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2024,12,2024-12,"ORD-7198 KUW-129.70 W5J9JE24F0016 Weather Shelter #5 Project #2 Camp Buering, Kuwait"
RFPO-7204-E6800-2,10 Dec 2024,PO for SAMPLE,(ATC) Asr Taqa Contracting,0.0,USD,0,0,0.0,0,0.0,0,7204,RFPO-7204-E6800,E6800,MACRO,Electrical,Electrical,2,True,Change Order,2,2,2024,12,2024-12,"ORD-7204 KUW-129.73 W5J9JE24F0017 Weather Shelter 3, Project  #3, Camp Buering Kuwait"
RFPO-6705-M4009-1,06 Dec 2024,PO for Golf Cart 8-seater Model - GM-6D+2,"Henan XunHu Equipment Co., Ltd",16060.0,USD,16060.0,16060.0,0.0,0,16060.0,16060.0,6705,RFPO-6705-M4009,M4009,MVL USA JV LLC,Mechanical Items,Mechanical,1,False,Base PO,1,1,2024,12,2024-12,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6705-V40022-1,06 Dec 2024,PO for Outdoor Carport Tent,LOWES,2210.0,USD,2210.0,2210.0,0.0,0,2210.0,2210.0,6705,RFPO-6705-V40022,V40022,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-5657-V40016-1,05 Dec 2024,"PO for Start-Up, Testing, and Commissioning of Sewage Pumping Systems (SIX LIFT STATIONS)",FLUIDS SOLUTIONS,20052.0,USD,20052.0,20052.0,0.0,0,20052.0,20052.0,5657,RFPO-5657-V40016,V40016,MACRO,Building Materials,Various,1,False,Base PO,2,2,2024,12,2024-12,"BIOT-121.17 N4008422F4422 X017 1638204, QF9006 &amp;ndash; REPAIRS TO SEWAGE LIFT STATIONS"
RFPO-6705-M4008A-1,05 Dec 2024,PO for KWAJALEIN HEAVY MACHINERIES PRIORITY 1,Evangel International Machinery Ltd.,201087.6,USD,201087.6,201087.6,0.0,0,201087.6,201087.6,6705,RFPO-6705-M4008A,M4008A,MACRO,Mechanical Items,Mechanical,1,False,Base PO,2,2,2024,12,2024-12,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6746-A5301-1,05 Dec 2024,PO for High Performance Coating,BM Middle East FZC,29020.0,USD,29020.0,29020.0,0.0,0,29020.0,29020.0,6746,RFPO-6746-A5301,A5301,MACRO,Paints,Architectural,1,False,Base PO,1,1,2024,12,2024-12,"ORD-6746 BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG"
RFPO-6408-V40023-1,05 Dec 2024,PO for Retouch Paints,The Sherwin-Williams Company,2976.7799999999993,USD,2976.7799999999993,2976.7799999999993,0.0,0,2976.7799999999993,2976.7799999999993,6408,RFPO-6408-V40023,V40023,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2024,12,2024-12,"BIOT-121.41 N4008423F4520 REPLACE SPLIT-TYPE A/C UNITS, UPH 2, DIEGO GARCIA, BIOT"
